1300706;Boca do Acre;boca do acre
1300805;Borba;borba
1300839;Caapiranga;caapiranga
1300904;Canutama;canutama
1301001;Carauari;carauari
1301100;Careiro;careiro
1301159;Careiro da Várzea;careiro da varzea
1301209;Coari;coari
1301308;Codajás;codajas
1301407;Eirunepé;eirunepe
1301506;Envira;envira
1301605;Fonte Boa;fonte boa
1301654;Guajará;guajara
1301704;Humaitá;humaita
1301803;Ipixuna;ipixuna
1301852;Iranduba;iranduba
1301902;Itacoatiara;itacoatiara
1301951;Itamarati;itamarati
1302009;Itapiranga;itapiranga
1302108;Japurá;japura
1302207;Juruá;jurua
1302306;Jutaí;jutai
1302405;Lábrea;labrea
1302504;Manacapuru;manacapuru
1302553;Manaquiri;manaquiri
1302603;Manaus;manaus
1302702;Manicoré;manicore
1302801;Maraã;maraa
1302900;Maués;maues
1303007;Nhamundá;nhamunda
1303106;Nova Olinda do Norte;nova olinda do norte
1303205;Novo Airão;novo airao
1303304;Novo Aripuanã;novo aripuana
1303403;Parintins;parintins
1303502;Pauini;pauini
1303536;Presidente Figueiredo;presidente figueiredo
1303569;Rio Preto da Eva;rio preto da eva
1303601;Santa Isabel do Rio Negro;santa isabel do rio negro
1303700;Santo Antônio do Içá;santo antonio do ica
1303809;São Gabriel da Cachoeira;sao gabriel da cachoeira
1303908;São Paulo de Olivença;sao paulo de olivenca
1303957;São Sebastião do Uatumã;sao sebastiao do uatuma
1304005;Silves;silves
1304062;Tabatinga;tabatinga
1304104;Tapauá;tapaua
1304203;Tefé;tefe
1304237;Tonantins;tonantins
1304260;Uarini;uarini
1304302;Urucará;urucara
1304401;Urucurituba;urucurituba
1400027;Amajari;amajari
1400050;Alto Alegre;alto alegre
1400100;Boa Vista;boa vista
1400159;Bonfim;bonfim
1400175;Cantá;canta
1400209;Caracaraí;caracarai
1400233;Caroebe;caroebe
1400282;Iracema;iracema
1400308;Mucajaí;mucajai
1400407;Normandia;normandia
1400456;Pacaraima;pacaraima
1400472;Rorainópolis;rorainopolis
1400506;São João da Baliza;sao joao da baliza
1400605;São Luiz;sao luiz
1400704;Uiramutã;uiramuta
1500107;Abaetetuba;abaetetuba
1500131;Abel Figueiredo;abel figueiredo
1500206;Acará;acara
1500305;Afuá;afua
1500347;Água Azul do Norte;agua azul do norte
1500404;Alenquer;alenquer
1500503;Almeirim;almeirim
1500602;Altamira;altamira
1500701;Anajás;anajas
1500800;Ananindeua;ananindeua
1500859;Anapu;anapu
1500909;Augusto Corrêa;augusto correa
1500958;Aurora do Pará;aurora do para
1501006;Aveiro;aveiro
1501105;Bagre;bagre
1501204;Baião;baiao
1501253;Bannach;bannach
1501303;Barcarena;barcarena
1501402;Belém;belem
1501451;Belterra;belterra
1501501;Benevides;benevides
1501576;Bom Jesus do Tocantins;bom jesus do tocantins
1501600;Bonito;bonito
1501709;Bragança;braganca
1501725;Brasil Novo;brasil novo
1501758;Brejo Grande do Araguaia;brejo grande do araguaia
1501782;Breu Branco;breu branco
1501808;Breves;breves
1501907;Bujaru;bujaru
1501956;Cachoeira do Piriá;cachoeira do piria
1502004;Cachoeira do Arari;cachoeira do arari
1502103;Cametá;cameta
1502152;Canaã dos Carajás;canaa dos carajas
1502202;Capanema;capanema
1502301;Capitão Poço;capitao poco
1502400;Castanhal;castanhal
1502509;Chaves;chaves
1502608;Colares;colares
1502707;Conceição do Araguaia;conceicao do araguaia
1502756;Concórdia do Pará;concordia do para
1502764;Cumaru do Norte;cumaru do norte
1502772;Curionópolis;curionopolis
1502806;Curralinho;curralinho
1502855;Curuá;curua
1502905;Curuçá;curuca
1502939;Dom Eliseu;dom eliseu
1502954;Eldorado do Carajás;eldorado do carajas
1503002;Faro;faro
1503044;Floresta do Araguaia;floresta do araguaia
1503077;Garrafão do Norte;garrafao do norte
1503093;Goianésia do Pará;goianesia do para
1503101;Gurupá;gurupa
1503200;Igarapé-Açu;igarape-acu
1503309;Igarapé-Miri;igarape-miri
1503408;Inhangapi;inhangapi
1503457;Ipixuna do Pará;ipixuna do para
1503507;Irituia;irituia
1503606;Itaituba;itaituba
1503705;Itupiranga;itupiranga
1503754;Jacareacanga;jacareacanga
1503804;Jacundá;jacunda
1503903;Juruti;juruti
1504000;Limoeiro do Ajuru;limoeiro do ajuru
1504059;Mãe do Rio;mae do rio
1504109;Magalhães Barata;magalhaes barata
1504208;Marabá;maraba
1504307;Maracanã;maracana
1504406;Marapanim;marapanim
1504422;Marituba;marituba
1504455;Medicilândia;medicilandia
1504505;Melgaço;melgaco
1504604;Mocajuba;mocajuba
1504703;Moju;moju
1504752;Mojuí dos Campos;mojui dos campos
1504802;Monte Alegre;monte alegre
1504901;Muaná;muana
1504950;Nova Esperança do Piriá;nova esperanca do piria
1504976;Nova Ipixuna;nova ipixuna
1505007;Nova Timboteua;nova timboteua
1505031;Novo Progresso;novo progresso
1505064;Novo Repartimento;novo repartimento
1505106;Óbidos;obidos
1505205;Oeiras do Pará;oeiras do para
1505304;Oriximiná;oriximina
1505403;Ourém;ourem
1505437;Ourilândia do Norte;ourilandia do norte
1505486;Pacajá;pacaja
1505494;Palestina do Pará;palestina do para
1505502;Paragominas;paragominas
1505536;Parauapebas;parauapebas
1505551;Pau D'Arco;pau d'arco
1505601;Peixe-Boi;peixe-boi
1505635;Piçarra;picarra
1505650;Placas;placas
1505700;Ponta de Pedras;ponta de pedras
1505809;Portel;portel
1505908;Porto de Moz;porto de moz
1506005;Prainha;prainha
1506104;Primavera;primavera
1506112;Quatipuru;quatipuru
1506138;Redenção;redencao
1506161;Rio Maria;rio maria
1506187;Rondon do Pará;rondon do para
1506195;Rurópolis;ruropolis
1506203;Salinópolis;salinopolis
1506302;Salvaterra;salvaterra
1506351;Santa Bárbara do Pará;santa barbara do para
1506401;Santa Cruz do Arari;santa cruz do arari
1506500;Santa Izabel do Pará;santa izabel do para
1506559;Santa Luzia do Pará;santa luzia do para
1506583;Santa Maria das Barreiras;santa maria das barreiras
1506609;Santa Maria do Pará;santa maria do para
1506708;Santana do Araguaia;santana do araguaia
1506807;Santarém;santarem
1506906;Santarém Novo;santarem novo
1507003;Santo Antônio do Tauá;santo antonio do taua
1507102;São Caetano de Odivelas;sao caetano de odivelas
1507151;São Domingos do Araguaia;sao domingos do araguaia
1507201;São Domingos do Capim;sao domingos do capim
1507300;São Félix do Xingu;sao felix do xingu
1507409;São Francisco do Pará;sao francisco do para
1507458;São Geraldo do Araguaia;sao geraldo do araguaia
1507466;São João da Ponta;sao joao da ponta
1507474;São João de Pirabas;sao joao de pirabas
1507508;São João do Araguaia;sao joao do araguaia
1507607;São Miguel do Guamá;sao miguel do guama
1507706;São Sebastião da Boa Vista;sao sebastiao da boa vista
1507755;Sapucaia;sapucaia
1507805;Senador José Porfírio;senador jose porfirio
1507904;Soure;soure
1507953;Tailândia;tailandia
1507961;Terra Alta;terra alta
1507979;Terra Santa;terra santa
1508001;Tomé-Açu;tome-acu
1508035;Tracuateua;tracuateua
1508050;Trairão;trairao
1508084;Tucumã;tucuma
1508100;Tucuruí;tucurui
1508126;Ulianópolis;ulianopolis
1508159;Uruará;uruara
1508209;Vigia;vigia
1508308;Viseu;viseu
1508357;Vitória do Xingu;vitoria do xingu
1508407;Xinguara;xinguara
1600055;Serra do Navio;serra do navio
1600105;Amapá;amapa
1600154;Pedra Branca do Amapari;pedra branca do amapari
1600204;Calçoene;calcoene
1600212;Cutias;cutias
1600238;Ferreira Gomes;ferreira gomes
1600253;Itaubal;itaubal
1600279;Laranjal do Jari;laranjal do jari
1600303;Macapá;macapa
1600402;Mazagão;mazagao
1600501;Oiapoque;oiapoque
1600535;Porto Grande;porto grande
1600550;Pracuúba;pracuuba
1600600;Santana;santana
1600709;Tartarugalzinho;tartarugalzinho
1600808;Vitória do Jari;vitoria do jari
1700251;Abreulândia;abreulandia
1700301;Aguiarnópolis;aguiarnopolis
1700350;Aliança do Tocantins;alianca do tocantins
1700400;Almas;almas
1700707;Alvorada;alvorada
1701002;Ananás;ananas
1701051;Angico;angico
1701101;Aparecida do Rio Negro;aparecida do rio negro
1701309;Aragominas;aragominas
1701903;Araguacema;araguacema
1702000;Araguaçu;araguacu
1702109;Araguaína;araguaina
1702158;Araguanã;araguana
1702208;Araguatins;araguatins
1702307;Arapoema;arapoema
1702406;Arraias;arraias
1702554;Augustinópolis;augustinopolis
1702703;Aurora do Tocantins;aurora do tocantins
1702901;Axixá do Tocantins;axixa do tocantins
1703008;Babaçulândia;babaculandia
1703057;Bandeirantes do Tocantins;bandeirantes do tocantins
1703073;Barra do Ouro;barra do ouro
1703107;Barrolândia;barrolandia
1703206;Bernardo Sayão;bernardo sayao
1703305;Bom Jesus do Tocantins;bom jesus do tocantins
1703602;Brasilândia do Tocantins;brasilandia do tocantins
1703701;Brejinho de Nazaré;brejinho de nazare
1703800;Buriti do Tocantins;buriti do tocantins
1703826;Cachoeirinha;cachoeirinha
1703842;Campos Lindos;campos lindos
1703867;Cariri do Tocantins;cariri do tocantins
1703883;Carmolândia;carmolandia
1703891;Carrasco Bonito;carrasco bonito
1703909;Caseara;caseara
1704105;Centenário;centenario
1704600;Chapada de Areia;chapada de areia
1705102;Chapada da Natividade;chapada da natividade
1705508;Colinas do Tocantins;colinas do tocantins
1705557;Combinado;combinado
1705607;Conceição do Tocantins;conceicao do tocantins
1706001;Couto Magalhães;couto magalhaes
1706100;Cristalândia;cristalandia
1706258;Crixás do Tocantins;crixas do tocantins
1706506;Darcinópolis;darcinopolis
1707009;Dianópolis;dianopolis
1707108;Divinópolis do Tocantins;divinopolis do tocantins
1707207;Dois Irmãos do Tocantins;dois irmaos do tocantins
1707306;Dueré;duere
1707405;Esperantina;esperantina
1707553;Fátima;fatima
1707652;Figueirópolis;figueiropolis
1707702;Filadélfia;filadelfia
1708205;Formoso do Araguaia;formoso do araguaia
1708254;Fortaleza do Tabocão;fortaleza do tabocao
1708304;Goianorte;goianorte
1709005;Goiatins;goiatins
1709302;Guaraí;guarai
1709500;Gurupi;gurupi
1709807;Ipueiras;ipueiras
1710508;Itacajá;itacaja
1710706;Itaguatins;itaguatins
1710904;Itapiratins;itapiratins
1711100;Itaporã do Tocantins;itapora do tocantins
1711506;Jaú do Tocantins;jau do tocantins
1711803;Juarina;juarina
1711902;Lagoa da Confusão;lagoa da confusao
1711951;Lagoa do Tocantins;lagoa do tocantins
1712009;Lajeado;lajeado
1712157;Lavandeira;lavandeira
1712405;Lizarda;lizarda
1712454;Luzinópolis;luzinopolis
1712504;Marianópolis do Tocantins;marianopolis do tocantins
1712702;Mateiros;mateiros
1712801;Maurilândia do Tocantins;maurilandia do tocantins
1713205;Miracema do Tocantins;miracema do tocantins
1713304;Miranorte;miranorte
1713601;Monte do Carmo;monte do carmo
1713700;Monte Santo do Tocantins;monte santo do tocantins
1713809;Palmeiras do Tocantins;palmeiras do tocantins
1713957;Muricilândia;muricilandia
1714203;Natividade;natividade
1714302;Nazaré;nazare
1714880;Nova Olinda;nova olinda
1715002;Nova Rosalândia;nova rosalandia
1715101;Novo Acordo;novo acordo
1715150;Novo Alegre;novo alegre
1715259;Novo Jardim;novo jardim
1715507;Oliveira de Fátima;oliveira de fatima
1715705;Palmeirante;palmeirante
1715754;Palmeirópolis;palmeiropolis
1716109;Paraíso do Tocantins;paraiso do tocantins
1716208;Paranã;parana
1716307;Pau D'Arco;pau d'arco
1716505;Pedro Afonso;pedro afonso
1716604;Peixe;peixe
1716653;Pequizeiro;pequizeiro
1716703;Colméia;colmeia
1717008;Pindorama do Tocantins;pindorama do tocantins
1717206;Piraquê;piraque
1717503;Pium;pium
1717800;Ponte Alta do Bom Jesus;ponte alta do bom jesus
1717909;Ponte Alta do Tocantins;ponte alta do tocantins
1718006;Porto Alegre do Tocantins;porto alegre do tocantins
1718204;Porto Nacional;porto nacional
1718303;Praia Norte;praia norte
1718402;Presidente Kennedy;presidente kennedy
1718451;Pugmil;pugmil
1718501;Recursolândia;recursolandia
1718550;Riachinho;riachinho
1718659;Rio da Conceição;rio da conceicao
1718709;Rio dos Bois;rio dos bois
1718758;Rio Sono;rio sono
1718808;Sampaio;sampaio
1718840;Sandolândia;sandolandia
1718865;Santa Fé do Araguaia;santa fe do araguaia
1718881;Santa Maria do Tocantins;santa maria do tocantins
1718899;Santa Rita do Tocantins;santa rita do tocantins
1718907;Santa Rosa do Tocantins;santa rosa do tocantins
1719004;Santa Tereza do Tocantins;santa tereza do tocantins
1720002;Santa Terezinha do Tocantins;santa terezinha do tocantins
1720101;São Bento do Tocantins;sao bento do tocantins
1720150;São Félix do Tocantins;sao felix do tocantins
1720200;São Miguel do Tocantins;sao miguel do tocantins
1720259;São Salvador do Tocantins;sao salvador do tocantins
1720309;São Sebastião do Tocantins;sao sebastiao do tocantins
1720499;São Valério;sao valerio
1720655;Silvanópolis;silvanopolis
1720804;Sítio Novo do Tocantins;sitio novo do tocantins
1720853;Sucupira;sucupira
1720903;Taguatinga;taguatinga
1720937;Taipas do Tocantins;taipas do tocantins
1720978;Talismã;talisma
1721000;Palmas;palmas
1721109;Tocantínia;tocantinia
1721208;Tocantinópolis;tocantinopolis
1721257;Tupirama;tupirama
1721307;Tupiratins;tupiratins
1722081;Wanderlândia;wanderlandia
1722107;Xambioá;xambioa
2100055;Açailândia;acailandia
2100105;Afonso Cunha;afonso cunha
2100154;Água Doce do Maranhão;agua doce do maranhao
2100204;Alcântara;alcantara
2100303;Aldeias Altas;aldeias altas
2100402;Altamira do Maranhão;altamira do maranhao
2100436;Alto Alegre do Maranhão;alto alegre do maranhao
2100477;Alto Alegre do Pindaré;alto alegre do pindare
2100501;Alto Parnaíba;alto parnaiba
2100550;Amapá do Maranhão;amapa do maranhao
2100600;Amarante do Maranhão;amarante do maranhao
2100709;Anajatuba;anajatuba
2100808;Anapurus;anapurus
2100832;Apicum-Açu;apicum-acu
2100873;Araguanã;araguana
2100907;Araioses;araioses
2100956;Arame;arame
2101004;Arari;arari
2101103;Axixá;axixa
2101202;Bacabal;bacabal
2101251;Bacabeira;bacabeira
2101301;Bacuri;bacuri
2101350;Bacurituba;bacurituba
2101400;Balsas;balsas
2101509;Barão de Grajaú;barao de grajau
2101608;Barra do Corda;barra do corda
2101707;Barreirinhas;barreirinhas
2101731;Belágua;belagua
2101772;Bela Vista do Maranhão;bela vista do maranhao
2101806;Benedito Leite;benedito leite
2101905;Bequimão;bequimao
2101939;Bernardo do Mearim;bernardo do mearim
2101970;Boa Vista do Gurupi;boa vista do gurupi
2102002;Bom Jardim;bom jardim
2102036;Bom Jesus das Selvas;bom jesus das selvas
2102077;Bom Lugar;bom lugar
2102101;Brejo;brejo
2102150;Brejo de Areia;brejo de areia
2102200;Buriti;buriti
2102309;Buriti Bravo;buriti bravo
2102325;Buriticupu;buriticupu
2102358;Buritirana;buritirana
2102374;Cachoeira Grande;cachoeira grande
2102408;Cajapió;cajapio
2102507;Cajari;cajari
2102556;Campestre do Maranhão;campestre do maranhao
2102606;Cândido Mendes;candido mendes
2102705;Cantanhede;cantanhede
2102754;Capinzal do Norte;capinzal do norte
2102804;Carolina;carolina
2102903;Carutapera;carutapera
2103000;Caxias;caxias
2103109;Cedral;cedral
2103125;Central do Maranhão;central do maranhao
2103158;Centro do Guilherme;centro do guilherme
2103174;Centro Novo do Maranhão;centro novo do maranhao
2103208;Chapadinha;chapadinha
2103257;Cidelândia;cidelandia
2103307;Codó;codo
2103406;Coelho Neto;coelho neto
2103505;Colinas;colinas
2103554;Conceição do Lago-Açu;conceicao do lago-acu
2103604;Coroatá;coroata
2103703;Cururupu;cururupu
2103752;Davinópolis;davinopolis
2103802;Dom Pedro;dom pedro
2103901;Duque Bacelar;duque bacelar
2104008;Esperantinópolis;esperantinopolis
2104057;Estreito;estreito
2104073;Feira Nova do Maranhão;feira nova do maranhao
2104081;Fernando Falcão;fernando falcao
2104099;Formosa da Serra Negra;formosa da serra negra
2104107;Fortaleza dos Nogueiras;fortaleza dos nogueiras
2104206;Fortuna;fortuna
2104305;Godofredo Viana;godofredo viana
2104404;Gonçalves Dias;goncalves dias
2104503;Governador Archer;governador archer
2104552;Governador Edison Lobão;governador edison lobao
2104602;Governador Eugênio Barros;governador eugenio barros
2104628;Governador Luiz Rocha;governador luiz rocha
2104651;Governador Newton Bello;governador newton bello
2104677;Governador Nunes Freire;governador nunes freire
2104701;Graça Aranha;graca aranha
2104800;Grajaú;grajau
2104909;Guimarães;guimaraes
2105005;Humberto de Campos;humberto de campos
2105104;Icatu;icatu
2105153;Igarapé do Meio;igarape do meio
2105203;Igarapé Grande;igarape grande
2105302;Imperatriz;imperatriz
2105351;Itaipava do Grajaú;itaipava do grajau
2105401;Itapecuru Mirim;itapecuru mirim
2105427;Itinga do Maranhão;itinga do maranhao
2105450;Jatobá;jatoba
2105476;Jenipapo dos Vieiras;jenipapo dos vieiras
2105500;João Lisboa;joao lisboa
2105609;Joselândia;joselandia
2105658;Junco do Maranhão;junco do maranhao
2105708;Lago da Pedra;lago da pedra
2105807;Lago do Junco;lago do junco
2105906;Lago Verde;lago verde
2105922;Lagoa do Mato;lagoa do mato
2105948;Lago dos Rodrigues;lago dos rodrigues
2105963;Lagoa Grande do Maranhão;lagoa grande do maranhao
2105989;Lajeado Novo;lajeado novo
2106003;Lima Campos;lima campos
2106102;Loreto;loreto
2106201;Luís Domingues;luis domingues
2106300;Magalhães de Almeida;magalhaes de almeida
2106326;Maracaçumé;maracacume
2106359;Marajá do Sena;maraja do sena
2106375;Maranhãozinho;maranhaozinho
2106409;Mata Roma;mata roma
2106508;Matinha;matinha
2106607;Matões;matoes
2106631;Matões do Norte;matoes do norte
2106672;Milagres do Maranhão;milagres do maranhao
2106706;Mirador;mirador
2106755;Miranda do Norte;miranda do norte
2106805;Mirinzal;mirinzal
2106904;Monção;moncao
2107001;Montes Altos;montes altos
2107100;Morros;morros
2107209;Nina Rodrigues;nina rodrigues
2107258;Nova Colinas;nova colinas
2107308;Nova Iorque;nova iorque
2107357;Nova Olinda do Maranhão;nova olinda do maranhao
2107407;Olho d'Água das Cunhãs;olho d'agua das cunhas
2107456;Olinda Nova do Maranhão;olinda nova do maranhao
2107506;Paço do Lumiar;paco do lumiar
2107605;Palmeirândia;palmeirandia
2107704;Paraibano;paraibano
2107803;Parnarama;parnarama
2107902;Passagem Franca;passagem franca
2108009;Pastos Bons;pastos bons
2108058;Paulino Neves;paulino neves
2108108;Paulo Ramos;paulo ramos
2108207;Pedreiras;pedreiras
2108256;Pedro do Rosário;pedro do rosario
2108306;Penalva;penalva
2108405;Peri Mirim;peri mirim
2108454;Peritoró;peritoro
2108504;Pindaré-Mirim;pindare-mirim
2108603;Pinheiro;pinheiro
2108702;Pio XII;pio xii
2108801;Pirapemas;pirapemas
2108900;Poção de Pedras;pocao de pedras
2109007;Porto Franco;porto franco
2109056;Porto Rico do Maranhão;porto rico do maranhao
2109106;Presidente Dutra;presidente dutra
2109205;Presidente Juscelino;presidente juscelino
2109239;Presidente Médici;presidente medici
2109270;Presidente Sarney;presidente sarney
2109304;Presidente Vargas;presidente vargas
2109403;Primeira Cruz;primeira cruz
2109452;Raposa;raposa
2109502;Riachão;riachao
2109551;Ribamar Fiquene;ribamar fiquene
2109601;Rosário;rosario
2109700;Sambaíba;sambaiba
2109759;Santa Filomena do Maranhão;santa filomena do maranhao
2109809;Santa Helena;santa helena
2109908;Santa Inês;santa ines
2110005;Santa Luzia;santa luzia
2110039;Santa Luzia do Paruá;santa luzia do parua
2110104;Santa Quitéria do Maranhão;santa quiteria do maranhao
2110203;Santa Rita;santa rita
2110237;Santana do Maranhão;santana do maranhao
2110278;Santo Amaro do Maranhão;santo amaro do maranhao
2110302;Santo Antônio dos Lopes;santo antonio dos lopes
2110401;São Benedito do Rio Preto;sao benedito do rio preto
2110500;São Bento;sao bento
2110609;São Bernardo;sao bernardo
2110658;São Domingos do Azeitão;sao domingos do azeitao
2110708;São Domingos do Maranhão;sao domingos do maranhao
2110807;São Félix de Balsas;sao felix de balsas
2110856;São Francisco do Brejão;sao francisco do brejao
2110906;São Francisco do Maranhão;sao francisco do maranhao
2111003;São João Batista;sao joao batista
2111029;São João do Carú;sao joao do caru
2111052;São João do Paraíso;sao joao do paraiso
2111078;São João do Soter;sao joao do soter
2111102;São João dos Patos;sao joao dos patos
2111201;São José de Ribamar;sao jose de ribamar
2111250;São José dos Basílios;sao jose dos basilios
2111300;São Luís;sao luis
2111409;São Luís Gonzaga do Maranhão;sao luis gonzaga do maranhao
2111508;São Mateus do Maranhão;sao mateus do maranhao
2111532;São Pedro da Água Branca;sao pedro da agua branca
2111573;São Pedro dos Crentes;sao pedro dos crentes
2111607;São Raimundo das Mangabeiras;sao raimundo das mangabeiras
2111631;São Raimundo do Doca Bezerra;sao raimundo do doca bezerra
2111672;São Roberto;sao roberto
2111706;São Vicente Ferrer;sao vicente ferrer
2111722;Satubinha;satubinha
2111748;Senador Alexandre Costa;senador alexandre costa
2111763;Senador La Rocque;senador la rocque
2111789;Serrano do Maranhão;serrano do maranhao
2111805;Sítio Novo;sitio novo
2111904;Sucupira do Norte;sucupira do norte
2111953;Sucupira do Riachão;sucupira do riachao
2112001;Tasso Fragoso;tasso fragoso
2112100;Timbiras;timbiras
2112209;Timon;timon
2112233;Trizidela do Vale;trizidela do vale
2112274;Tufilândia;tufilandia
2112308;Tuntum;tuntum
2112407;Turiaçu;turiacu
2112456;Turilândia;turilandia
2112506;Tutóia;tutoia
2112605;Urbano Santos;urbano santos
2112704;Vargem Grande;vargem grande
2112803;Viana;viana
2112852;Vila Nova dos Martírios;vila nova dos martirios
2112902;Vitória do Mearim;vitoria do mearim
2113009;Vitorino Freire;vitorino freire
2114007;Zé Doca;ze doca
2200053;Acauã;acaua
2200103;Agricolândia;agricolandia
2200202;Água Branca;agua branca
2200251;Alagoinha do Piauí;alagoinha do piaui
2200277;Alegrete do Piauí;alegrete do piaui
2200301;Alto Longá;alto longa
2200400;Altos;altos
2200459;Alvorada do Gurguéia;alvorada do gurgueia
2200509;Amarante;amarante
2200608;Angical do Piauí;angical do piaui
2200707;Anísio de Abreu;anisio de abreu
2200806;Antônio Almeida;antonio almeida
2200905;Aroazes;aroazes
2200954;Aroeiras do Itaim;aroeiras do itaim
2201002;Arraial;arraial
2201051;Assunção do Piauí;assuncao do piaui
2201101;Avelino Lopes;avelino lopes
2201150;Baixa Grande do Ribeiro;baixa grande do ribeiro
2201176;Barra D'Alcântara;barra d'alcantara
2201200;Barras;barras
2201309;Barreiras do Piauí;barreiras do piaui
2201408;Barro Duro;barro duro
2201507;Batalha;batalha
2201556;Bela Vista do Piauí;bela vista do piaui
2201572;Belém do Piauí;belem do piaui
2201606;Beneditinos;beneditinos
2201705;Bertolínia;bertolinia
2201739;Betânia do Piauí;betania do piaui
2201770;Boa Hora;boa hora
2201804;Bocaina;bocaina
2201903;Bom Jesus;bom jesus
2201919;Bom Princípio do Piauí;bom principio do piaui
2201929;Bonfim do Piauí;bonfim do piaui
2201945;Boqueirão do Piauí;boqueirao do piaui
2201960;Brasileira;brasileira
2201988;Brejo do Piauí;brejo do piaui
2202000;Buriti dos Lopes;buriti dos lopes
2202026;Buriti dos Montes;buriti dos montes
2202059;Cabeceiras do Piauí;cabeceiras do piaui
2202075;Cajazeiras do Piauí;cajazeiras do piaui
2202083;Cajueiro da Praia;cajueiro da praia
2202091;Caldeirão Grande do Piauí;caldeirao grande do piaui
2202109;Campinas do Piauí;campinas do piaui
2202117;Campo Alegre do Fidalgo;campo alegre do fidalgo
2202133;Campo Grande do Piauí;campo grande do piaui
2202174;Campo Largo do Piauí;campo largo do piaui
2202208;Campo Maior;campo maior
2202251;Canavieira;canavieira
2202307;Canto do Buriti;canto do buriti
2202406;Capitão de Campos;capitao de campos
2202455;Capitão Gervásio Oliveira;capitao gervasio oliveira
2202505;Caracol;caracol
2202539;Caraúbas do Piauí;caraubas do piaui
2202554;Caridade do Piauí;caridade do piaui
2202604;Castelo do Piauí;castelo do piaui
2202653;Caxingó;caxingo
2202703;Cocal;cocal
2202711;Cocal de Telha;cocal de telha
2202729;Cocal dos Alves;cocal dos alves
2202737;Coivaras;coivaras
2202752;Colônia do Gurguéia;colonia do gurgueia
2202778;Colônia do Piauí;colonia do piaui
2202802;Conceição do Canindé;conceicao do caninde
2202851;Coronel José Dias;coronel jose dias
2202901;Corrente;corrente
2203008;Cristalândia do Piauí;cristalandia do piaui
2203107;Cristino Castro;cristino castro
